sender_id,sender_id_link,date,user goal (if supported),user goal fullfilled,user goal (not supported) ,reason for failure,details on failure / comments
216f35cf3e894c0bb13172f51b50dad4,,19.11.2018,1 step,no,,Core,
7f483a46919741c2bfdf7735c7b8fb1f,https://website-demo.rasa.com/conversations/7f483a46919741c2bfdf7735c7b8fb1f/1542618597.2305331,19.11.2018,chitchat,no,,NLU,
3abd72781f064597bd667ca29705cece,https://website-demo.rasa.com/conversations/3abd72781f064597bd667ca29705cece/1542618283.943244,19.11.2018,chitchat,yes,,,
d75d1ac725164b3c976193eb54feb756,https://website-demo.rasa.com/conversations/d75d1ac725164b3c976193eb54feb756/1542617827.1219532,19.11.2018,rasa_help,no,,Core,
0b11a4b888994b4da9d251b36f566891,https://website-demo.rasa.com/conversations/0b11a4b888994b4da9d251b36f566891/1542617524.4651582,19.11.2018,chitchat,yes,,,
201d018123cb4b5cb06998900514dc28,https://website-demo.rasa.com/conversations/201d018123cb4b5cb06998900514dc28/1542617075.7400424,19.11.2018,-,,,,
1928185e25494fb99edeead9e06b05e7,https://website-demo.rasa.com/conversations/1928185e25494fb99edeead9e06b05e7/1542616980.701065,19.11.2018,chitchat,yes,where can i integrate my bot,,
39477b97dd194850b030e51e70d3d637,https://website-demo.rasa.com/conversations/39477b97dd194850b030e51e70d3d637/1542616823.5749066,19.11.2018,-,,,,
904e078065de48ff8a166ef312e1b838,https://website-demo.rasa.com/conversations/904e078065de48ff8a166ef312e1b838/1542614634.5500522,19.11.2018,-,,,,
d76859f1178149f1b55266191bb02c1c,https://website-demo.rasa.com/conversations/d76859f1178149f1b55266191bb02c1c/1542614556.8540094,19.11.2018,-,,,,
6f1a9ede52e642d7b22996a65e106fd0,https://website-demo.rasa.com/conversations/6f1a9ede52e642d7b22996a65e106fd0/1542614165.997855,19.11.2018,-,,,,
fdcf9815d22040edbaf815762d312f1d,https://website-demo.rasa.com/conversations/fdcf9815d22040edbaf815762d312f1d/1542613957.7831357,19.11.2018,oos,no,nice to meet you,NLU,
4986d88ccb784dc19dc5a553a8e07890,https://website-demo.rasa.com/conversations/4986d88ccb784dc19dc5a553a8e07890/1542613728.4087603,19.11.2018,1 step,no,,Core,
7ca7d2ae7abf47eaabbf4803b1df056d,https://website-demo.rasa.com/conversations/7ca7d2ae7abf47eaabbf4803b1df056d/1542613603.475451,19.11.2018,chitchat,yes,,,
71275668c8bf49bfb9eb1a36edda3203,https://website-demo.rasa.com/conversations/71275668c8bf49bfb9eb1a36edda3203/1542613087.4403734,19.11.2018,-,,,,
9969b6a4c4844d21a9f58d1bc0b89db0,https://website-demo.rasa.com/conversations/9969b6a4c4844d21a9f58d1bc0b89db0/1542613044.8035579,19.11.2018,-,,,,
547c4a9ade34451ca03b6b8e1a056d72,https://website-demo.rasa.com/conversations/547c4a9ade34451ca03b6b8e1a056d72/1542612371.794847,19.11.2018,-,,,,
29d264d8ce574a11bde572f0e79b73f3,https://website-demo.rasa.com/conversations/29d264d8ce574a11bde572f0e79b73f3/1542611212.9498367,19.11.2018,chitchat,no,,jumped to sales ,
6fd65c93e374489f9c8d76697ab9c493,https://website-demo.rasa.com/conversations/6fd65c93e374489f9c8d76697ab9c493/1542610824.4595408,19.11.2018,chitchat,no,,jumped to sales ,
ceca8bb3def548f7800bd0b5fbb8b393,https://website-demo.rasa.com/conversations/ceca8bb3def548f7800bd0b5fbb8b393/1542610666.9290018,19.11.2018,chitchat,no,,NLU,
ee9402011d6a48fa9947eb85c39f4107,https://website-demo.rasa.com/conversations/ee9402011d6a48fa9947eb85c39f4107/1542609837.977064,19.11.2018,oos,no,how to install rasa core on my local system,NLU,
87619e690d10457c932eba08f9ebf602,https://website-demo.rasa.com/conversations/87619e690d10457c932eba08f9ebf602/1542609277.0123355,19.11.2018,1 step,yes,,,
51518348404d4a57abff13b11c5254b4,https://website-demo.rasa.com/conversations/51518348404d4a57abff13b11c5254b4/1542609092.5581658,19.11.2018,-,,,,
1f53423aa0a24bc8b12b259a59d94e21,https://website-demo.rasa.com/conversations/1f53423aa0a24bc8b12b259a59d94e21/1542608347.2421525,19.11.2018,-,,,,
ec346070b4734e00af295571f55837f7,https://website-demo.rasa.com/conversations/ec346070b4734e00af295571f55837f7/1542608126.9304218,19.11.2018,1 step,no,,user left,
5f458669c6e04aa8b2f4e52cf81cffa1,https://website-demo.rasa.com/conversations/5f458669c6e04aa8b2f4e52cf81cffa1/1542607356.8780854,19.11.2018,1 step,yes,,,
3e20c2b6b98d44c1bd9b2b2521f99802,https://website-demo.rasa.com/conversations/3e20c2b6b98d44c1bd9b2b2521f99802/1542606937.1391635,19.11.2018,-,,,,
3edca807cef74408a624fb07ec5484cb,https://website-demo.rasa.com/conversations/3edca807cef74408a624fb07ec5484cb/1542606775.9023952,19.11.2018,oos,no,NLU support,started 1 step,
a5f66895a33d4370be3075bb02535047,https://website-demo.rasa.com/conversations/a5f66895a33d4370be3075bb02535047/1542606616.463831,19.11.2018,-,,,,
c4ed65610d554cddb9964f1b5a70e7d6,https://website-demo.rasa.com/conversations/c4ed65610d554cddb9964f1b5a70e7d6/1542605990.5001392,19.11.2018,-,,,,
f6555b569bbb4a55a6edd7bc7f817a12,https://website-demo.rasa.com/conversations/f6555b569bbb4a55a6edd7bc7f817a12/1542605652.7854214,19.11.2018,chitchat,yes,,,
8a9679faae194de59a62d7131d1e90c4,https://website-demo.rasa.com/conversations/8a9679faae194de59a62d7131d1e90c4/1542605398.2886815,19.11.2018,chitchat,no,,NLU,
5ff63ec81980449fb652755cbf49c4d8,https://website-demo.rasa.com/conversations/5ff63ec81980449fb652755cbf49c4d8/1542604772.543204,19.11.2018,oos,yes,,,
de9eee6d30ed4b1ca45d8d143f35c8ed,https://website-demo.rasa.com/conversations/de9eee6d30ed4b1ca45d8d143f35c8ed/1542603229.2523673,19.11.2018,-,,,,
3a75bcd065574a5bbd353e4fb2b49124,https://website-demo.rasa.com/conversations/3a75bcd065574a5bbd353e4fb2b49124/1542601378.9896767,19.11.2018,oos,yes,,,
6062991312dc4f6292f78fdfc3f7a950,https://website-demo.rasa.com/conversations/6062991312dc4f6292f78fdfc3f7a950/1542600233.3898435,19.11.2018,chitchat,yes,,,
0c6ceca81c304248afba2c5753a39c19,https://website-demo.rasa.com/conversations/0c6ceca81c304248afba2c5753a39c19/1542599473.8652952,19.11.2018,-,,,,
1da93d6da09045f189563b672c2fc619,https://website-demo.rasa.com/conversations/1da93d6da09045f189563b672c2fc619/1542599186.4111402,19.11.2018,rasa_help,yes,,,
7dfc023763d5499e8699d793c0f49e14,https://website-demo.rasa.com/conversations/7dfc023763d5499e8699d793c0f49e14/1542598631.7356367,19.11.2018,-,,,,
35d1ecc91c364cbf8a6edf006e5d8c9a,https://website-demo.rasa.com/conversations/35d1ecc91c364cbf8a6edf006e5d8c9a/1542596092.798695,19.11.2018,sales,yes,,,
35d1ecc91c364cbf8a6edf006e5d8c9a,,19.11.2018,oos,no,,jumped to sales,
80bea0eacd3646ee9be90973efa2bcaf,https://website-demo.rasa.com/conversations/80bea0eacd3646ee9be90973efa2bcaf/1542596077.5749025,19.11.2018,-,,,,
7830abb04e1c49809d89b0d420443928,https://website-demo.rasa.com/conversations/7830abb04e1c49809d89b0d420443928/1542595797.144189,19.11.2018,rasa_help,no,,Core,
7830abb04e1c49809d89b0d420443928,,19.11.2018,1 step,yes,,,
3995289e86a2426497e1adecfbdb993d,https://website-demo.rasa.com/conversations/3995289e86a2426497e1adecfbdb993d/1542595227.5244064,19.11.2018,-,,,,
98b2bbce810744898967abad1e06586b,https://website-demo.rasa.com/conversations/98b2bbce810744898967abad1e06586b/1542592691.9790146,19.11.2018,oos,yes,,,
bb471d635a4f421d8f1b09fda79ed38a,https://website-demo.rasa.com/conversations/bb471d635a4f421d8f1b09fda79ed38a/1542586864.3641458,19.11.2018,oos,yes,,,
3736f7dd88884151928479ceda8b51c1,https://website-demo.rasa.com/conversations/3736f7dd88884151928479ceda8b51c1/1542585125.6202614,19.11.2018,-,,,,
49bbf948433247c784fe2ed199f7c931,https://website-demo.rasa.com/conversations/49bbf948433247c784fe2ed199f7c931/1542754528.3653386,20.11.2018,1 step,yes,,,
deb00c1b45da403c9704c4bff4db7752,https://website-demo.rasa.com/conversations/deb00c1b45da403c9704c4bff4db7752/1542753974.2747748,20.11.2018,-,,,,
5b72515d7e584a17aac1ca10eb53214b,https://website-demo.rasa.com/conversations/5b72515d7e584a17aac1ca10eb53214b/1542752530.8604963,20.11.2018,1 step,yes,,,
0f607b0ce1124067bb26fa3caff67e98,https://website-demo.rasa.com/conversations/0f607b0ce1124067bb26fa3caff67e98/1542749229.5425994,20.11.2018,chitchat,no,,NLU,
c28fd8cf8e3c4bb89fd79922e74ddc6d,https://website-demo.rasa.com/conversations/c28fd8cf8e3c4bb89fd79922e74ddc6d/1542748291.9204624,20.11.2018,1 step,yes,,,
c28fd8cf8e3c4bb89fd79922e74ddc6d,,20.11.2018,oos,no,context,NLU ,
10899e9317df4fa6aaaf1a64e7af8eff,https://website-demo.rasa.com/conversations/10899e9317df4fa6aaaf1a64e7af8eff/1542747482.1699514,20.11.2018,oos,yes,default actions ,,
170ff96b03fe4624999fab5045f6f301,https://website-demo.rasa.com/conversations/170ff96b03fe4624999fab5045f6f301/1542747276.5065713,20.11.2018,whatspossible,yes,,,
46e823da3da549628b1ac8c52deb196e,https://website-demo.rasa.com/conversations/46e823da3da549628b1ac8c52deb196e/1542747247.5286415,20.11.2018,-,,,,
a3c62ec26bd84b46adf61078d9b7e01f,https://website-demo.rasa.com/conversations/a3c62ec26bd84b46adf61078d9b7e01f/1542746789.5750096,20.11.2018,1 step,yes,,,
,,20.11.2018,chitchat,no,,NLU,
b33184c82c4b49e8bc52e5b141654865,https://website-demo.rasa.com/conversations/b33184c82c4b49e8bc52e5b141654865/1542745557.777558,20.11.2018,1 step,yes,topic modelling ,,
617c7241f6424b06a4041eee61cece5d,https://website-demo.rasa.com/conversations/617c7241f6424b06a4041eee61cece5d/1542743476.6198246,20.11.2018,-,,,,
c686bff9816e488ca45091afef5a83c7,https://website-demo.rasa.com/conversations/c686bff9816e488ca45091afef5a83c7/1542743212.273226,20.11.2018,chitchat,no,"how old are you, would you like to have coffee with me, are you turing complete ",NLU ,
bffb69a4cadf4a869cce7f5dc6697c18,https://website-demo.rasa.com/conversations/bffb69a4cadf4a869cce7f5dc6697c18/1542740156.3415272,20.11.2018,1 step,yes,"hi, mi name is....",,
7065c97d8eb142a4bdcf75700a1efedd,https://website-demo.rasa.com/conversations/7065c97d8eb142a4bdcf75700a1efedd/1542739514.4122965,20.11.2018,oos,yes,what are slots ,,
dd97568cca7047a8bb99be9f041b82bd,https://website-demo.rasa.com/conversations/dd97568cca7047a8bb99be9f041b82bd/1542739397.2726376,20.11.2018,1 step,yes,do you have good documents to start with,,
0030c323526f4ac8959c9f0b1ba172da,https://website-demo.rasa.com/conversations/0030c323526f4ac8959c9f0b1ba172da/1542739013.8850305,20.11.2018,oos,yes,"who uses rasa, how to integrate with lex",,
50ad2b993b10423d9ddd29c8be88ab29,https://website-demo.rasa.com/conversations/50ad2b993b10423d9ddd29c8be88ab29/1542738865.9492495,20.11.2018,1 step,yes,,,
4f765fe1222342bc9c01d49f90ff661d,https://website-demo.rasa.com/conversations/4f765fe1222342bc9c01d49f90ff661d/1542738672.6999056,20.11.2018,oos,yes,how to download rasa ,,
0788b56853954840a55b8ee50e9b0b30,https://website-demo.rasa.com/conversations/0788b56853954840a55b8ee50e9b0b30/1542736773.7409894,20.11.2018,oos,no,"how to extract entities, how to configure my pipeline, how to launch a bot",NLU,
[Interactive Learning] 18c5bfd0-ecec-11e8-b29b-75068a43210d,https://website-demo.rasa.com/conversations/[Interactive Learning] 18c5bfd0-ecec-11e8-b29b-75068a43210d/1542735963.1698735,20.11.2018,,,,,
bf26e70697f04378920c63969626983b,https://website-demo.rasa.com/conversations/bf26e70697f04378920c63969626983b/1542734179.2373612,20.11.2018,1 step,yes,,,
akela,https://website-demo.rasa.com/conversations/akela/1542733417.8275797,20.11.2018,,,,,
9a5db7fa05e0493ba42ecb482a25f14c,https://website-demo.rasa.com/conversations/9a5db7fa05e0493ba42ecb482a25f14c/1542733213.1114864,20.11.2018,oos,no,spoke french,too often whatspossible,
892498320d384a78aed6696f6e67a538,https://website-demo.rasa.com/conversations/892498320d384a78aed6696f6e67a538/1542730478.8813944,20.11.2018,1 step,no,,user left,
3f91ca8a9a19474896f4adab215b57cb,https://website-demo.rasa.com/conversations/3f91ca8a9a19474896f4adab215b57cb/1542730286.9316537,20.11.2018,1 step,yes,i need help,,
0f25fc18fdd14ba586e9742db54eba50,https://website-demo.rasa.com/conversations/0f25fc18fdd14ba586e9742db54eba50/1542730231.480426,20.11.2018,chitchat,yes,why is rasa interesting ,,
4dfd10b7c4de4b7285af501e70713d81,https://website-demo.rasa.com/conversations/4dfd10b7c4de4b7285af501e70713d81/1542730225.9233484,20.11.2018,1 step,yes,,,
76a9e7e2fbff4c75a7f1921a21b6b4a7,https://website-demo.rasa.com/conversations/76a9e7e2fbff4c75a7f1921a21b6b4a7/1542730148.9508157,20.11.2018,oos,yes,I want lunch,,
91608afa94584dd4974d13be7f54b227,https://website-demo.rasa.com/conversations/91608afa94584dd4974d13be7f54b227/1542730097.1783028,20.11.2018,chitchat,yes,,,
ba00f9a581f645fca89561ebf4a161a9,https://website-demo.rasa.com/conversations/ba00f9a581f645fca89561ebf4a161a9/1542729220.3876212,20.11.2018,rasa_help,no,how to use swedish in nlu,NLU,
2994465e3a8d422399b38443ca14c46e,https://website-demo.rasa.com/conversations/2994465e3a8d422399b38443ca14c46e/1542728831.5005682,20.11.2018,-,,,,
fd0058985c3e45c4bf4aa94c997407ca,https://website-demo.rasa.com/conversations/fd0058985c3e45c4bf4aa94c997407ca/1542728507.5657518,20.11.2018,1 step,no,,,
dc088e873fb34136905d751af54b29ad,https://website-demo.rasa.com/conversations/dc088e873fb34136905d751af54b29ad/1542728433.9663007,20.11.2018,,,,,
77948bbfa72a4adcba8c4d46aa86da56,https://website-demo.rasa.com/conversations/77948bbfa72a4adcba8c4d46aa86da56/1542727752.274015,20.11.2018,,,,,
f09cf97c8e1e4167916e404497832168,https://website-demo.rasa.com/conversations/f09cf97c8e1e4167916e404497832168/1542727428.0177794,20.11.2018,,,,,
linda,https://website-demo.rasa.com/conversations/linda/1542727113.644099,20.11.2018,,,,,
d4ee2472a56b498c817be9f0b0bd073b,https://website-demo.rasa.com/conversations/d4ee2472a56b498c817be9f0b0bd073b/1542726818.0923145,20.11.2018,,,,,
bbd7332e32eb4f47a610148e0b0ae3f2,https://website-demo.rasa.com/conversations/bbd7332e32eb4f47a610148e0b0ae3f2/1542726292.0318694,20.11.2018,,,,,
aa49888b25454166b900a1a7cc837af2,https://website-demo.rasa.com/conversations/aa49888b25454166b900a1a7cc837af2/1542725776.2428932,20.11.2018,,,,,
a016385df6074c6a99470f05a801affb,https://website-demo.rasa.com/conversations/a016385df6074c6a99470f05a801affb/1542724983.8020413,20.11.2018,,,,,
dcfb60336b7c4f56ad74a990319fce38,https://website-demo.rasa.com/conversations/dcfb60336b7c4f56ad74a990319fce38/1542724519.1750855,20.11.2018,,,,,
51ef56fb6eb94f3e9ae44c480fbe0efe,https://website-demo.rasa.com/conversations/51ef56fb6eb94f3e9ae44c480fbe0efe/1542724203.112665,20.11.2018,,,,,
5f209d1033464319bef797bebee92095,https://website-demo.rasa.com/conversations/5f209d1033464319bef797bebee92095/1542723972.4900155,20.11.2018,,,,,
913e50ebc80440c58722973958353163,https://website-demo.rasa.com/conversations/913e50ebc80440c58722973958353163/1542723514.5709968,20.11.2018,,,,,
2a6c8811168b4b9a90a3589903476873,https://website-demo.rasa.com/conversations/2a6c8811168b4b9a90a3589903476873/1542723099.7600563,20.11.2018,,,,,
c706611da9634d9997d31686f6d57d30,https://website-demo.rasa.com/conversations/c706611da9634d9997d31686f6d57d30/1542723064.2244818,20.11.2018,,,,,
6cda0035bbce427a8f3f73e4df340944,https://website-demo.rasa.com/conversations/6cda0035bbce427a8f3f73e4df340944/1542722820.796647,20.11.2018,,,,,
83c30fb961e841468351db769eaa5328,https://website-demo.rasa.com/conversations/83c30fb961e841468351db769eaa5328/1542722775.9580333,20.11.2018,,,,,
399490bf369947828dcb887abaccdc94,https://website-demo.rasa.com/conversations/399490bf369947828dcb887abaccdc94/1542722541.0355248,20.11.2018,,,,,
cdd7b3975a034c7fa98f6c9bca8eb631,https://website-demo.rasa.com/conversations/cdd7b3975a034c7fa98f6c9bca8eb631/1542722110.9917302,20.11.2018,,,,,
faf98e0f1926465f953f3314a260e1d9,https://website-demo.rasa.com/conversations/faf98e0f1926465f953f3314a260e1d9/1542722073.653324,20.11.2018,,,,,
75bd4ecc56374c2eaffc0d981b41e699,https://website-demo.rasa.com/conversations/75bd4ecc56374c2eaffc0d981b41e699/1542721559.3872461,20.11.2018,,,,,
9a73702b7a324b2ea0f70085427f38e0,https://website-demo.rasa.com/conversations/9a73702b7a324b2ea0f70085427f38e0/1542721010.0366101,20.11.2018,,,,,
b94556ff5fcd429ba1db1058ccf471c5,https://website-demo.rasa.com/conversations/b94556ff5fcd429ba1db1058ccf471c5/1542719685.0902498,20.11.2018,,,,,
dbedc25c245a4d858cb5c8df90e979c7,https://website-demo.rasa.com/conversations/dbedc25c245a4d858cb5c8df90e979c7/1542719614.2832155,20.11.2018,,,,,
0e726415c5e34f779693822341935bc6,https://website-demo.rasa.com/conversations/0e726415c5e34f779693822341935bc6/1542719222.9801314,20.11.2018,,,,,
e3ecd1cd64c646c8ad14fa5c024e4395,https://website-demo.rasa.com/conversations/e3ecd1cd64c646c8ad14fa5c024e4395/1542717888.280931,20.11.2018,,,,,
7ee75e26fdae438e8e0f8183c9e8847a,https://website-demo.rasa.com/conversations/7ee75e26fdae438e8e0f8183c9e8847a/1542717428.710311,20.11.2018,,,,,
bee8a076490047d1953cf844358d921b,https://website-demo.rasa.com/conversations/bee8a076490047d1953cf844358d921b/1542717417.997098,20.11.2018,,,,,
3163a5b7de254bb199b1e50b4f4e31da,https://website-demo.rasa.com/conversations/3163a5b7de254bb199b1e50b4f4e31da/1542717330.9353015,20.11.2018,,,,,
32e4d89d52c4464facf509caa592f693,https://website-demo.rasa.com/conversations/32e4d89d52c4464facf509caa592f693/1542717234.4837615,20.11.2018,,,,,
135046796ac4459bb24d0ee2cfa29562,https://website-demo.rasa.com/conversations/135046796ac4459bb24d0ee2cfa29562/1542716846.4290295,20.11.2018,,,,,
3f59425cfc7749b0a6c74db341976902,https://website-demo.rasa.com/conversations/3f59425cfc7749b0a6c74db341976902/1542716741.5934532,20.11.2018,,,,,
94edc70f5e8e4496bd283c95c9ba411a,https://website-demo.rasa.com/conversations/94edc70f5e8e4496bd283c95c9ba411a/1542716709.079382,20.11.2018,,,,,
0448544181a84bf58accab8658d17406,https://website-demo.rasa.com/conversations/0448544181a84bf58accab8658d17406/1542716403.724264,20.11.2018,,,,,
7074233600894a0d826674abfcde9960,https://website-demo.rasa.com/conversations/7074233600894a0d826674abfcde9960/1542715836.1567833,20.11.2018,,,,,
0e964aaed358482f9537de3ce75844f2,https://website-demo.rasa.com/conversations/0e964aaed358482f9537de3ce75844f2/1542715668.4270873,20.11.2018,,,,,
ab8f444cd09c4e7491f65ef78c9acdbc,https://website-demo.rasa.com/conversations/ab8f444cd09c4e7491f65ef78c9acdbc/1542714914.7759018,20.11.2018,,,,,
068469a873b84a808bb6bc94de01efcb,https://website-demo.rasa.com/conversations/068469a873b84a808bb6bc94de01efcb/1542714898.446893,20.11.2018,,,,,
27c11330773d470493fe1b447b50b60f,https://website-demo.rasa.com/conversations/27c11330773d470493fe1b447b50b60f/1542713045.8350816,20.11.2018,,,,,
7fcadcd1b6b4422d8aa7d9c36ece0adf,https://website-demo.rasa.com/conversations/7fcadcd1b6b4422d8aa7d9c36ece0adf/1542713011.8163774,20.11.2018,,,,,
dc56e481b7324ce782ee378e896396d1,https://website-demo.rasa.com/conversations/dc56e481b7324ce782ee378e896396d1/1542712128.5223715,20.11.2018,,,,,
93628bdfcdc349449c3e4e4c8c5ee2d4,https://website-demo.rasa.com/conversations/93628bdfcdc349449c3e4e4c8c5ee2d4/1542710057.109958,20.11.2018,,,,,
2409fe77dce642b183ab983fe9dc7fa1,https://website-demo.rasa.com/conversations/2409fe77dce642b183ab983fe9dc7fa1/1542709873.6521337,20.11.2018,,,,,
ced2299aa4c9462a9916bf7d65c16a9d,https://website-demo.rasa.com/conversations/ced2299aa4c9462a9916bf7d65c16a9d/1542709764.2055597,20.11.2018,,,,,
tobias,https://website-demo.rasa.com/conversations/tobias/1542709317.8203616,20.11.2018,,,,,
ee6d2387da1042bfa6dcbe69d2bed0f6,https://website-demo.rasa.com/conversations/ee6d2387da1042bfa6dcbe69d2bed0f6/1542709308.9663877,20.11.2018,,,,,
8f6720e188cb460e8e99e1a04735421e,https://website-demo.rasa.com/conversations/8f6720e188cb460e8e99e1a04735421e/1542709195.1323776,20.11.2018,,,,,
69e92e8c6efa4717800883b9f0e421d2,https://website-demo.rasa.com/conversations/69e92e8c6efa4717800883b9f0e421d2/1542708909.629863,20.11.2018,,,,,
eff4744a9600434ba988cce134ab7986,https://website-demo.rasa.com/conversations/eff4744a9600434ba988cce134ab7986/1542708668.8001692,20.11.2018,,,,,
83b1d1a732b74bf6956e9c5670f84241,https://website-demo.rasa.com/conversations/83b1d1a732b74bf6956e9c5670f84241/1542707565.3567004,20.11.2018,,,,,
6af06897770f45d8ac17cd37bbfd5036,https://website-demo.rasa.com/conversations/6af06897770f45d8ac17cd37bbfd5036/1542707497.3994622,20.11.2018,,,,,
01a6138f4b32429fa7f66b08fdb5fb3d,https://website-demo.rasa.com/conversations/01a6138f4b32429fa7f66b08fdb5fb3d/1542707278.7231798,20.11.2018,,,,,
e8965d4340334c3f98b6ce75616e1a9c,https://website-demo.rasa.com/conversations/e8965d4340334c3f98b6ce75616e1a9c/1542706954.5812063,20.11.2018,,,,,
042f7fe08af24ec2ab2eca1862162f4e,https://website-demo.rasa.com/conversations/042f7fe08af24ec2ab2eca1862162f4e/1542706373.8422613,20.11.2018,,,,,
55daeb80ac334dd39a9c023e7bbec98e,https://website-demo.rasa.com/conversations/55daeb80ac334dd39a9c023e7bbec98e/1542706214.483611,20.11.2018,,,,,
d0769111eccd47d89fade5b477ddeb58,https://website-demo.rasa.com/conversations/d0769111eccd47d89fade5b477ddeb58/1542705574.6918974,20.11.2018,,,,,
899c4c211515475d9585a31926d2901c,https://website-demo.rasa.com/conversations/899c4c211515475d9585a31926d2901c/1542705413.7014318,20.11.2018,,,,,
d20fbfa16673476daaca593a7e335e65,https://website-demo.rasa.com/conversations/d20fbfa16673476daaca593a7e335e65/1542705342.5596082,20.11.2018,,,,,
95862db1f92c4880847189b76b0d448e,https://website-demo.rasa.com/conversations/95862db1f92c4880847189b76b0d448e/1542703253.5055068,20.11.2018,,,,,
34fafb0d1742489eb026d80db63969b1,https://website-demo.rasa.com/conversations/34fafb0d1742489eb026d80db63969b1/1542703117.31152,20.11.2018,,,,,
78e27a53ad0c42a8a8822ca63f837353,https://website-demo.rasa.com/conversations/78e27a53ad0c42a8a8822ca63f837353/1542703079.764732,20.11.2018,,,,,
91ca571860334c2bb8ce725f545e471f,https://website-demo.rasa.com/conversations/91ca571860334c2bb8ce725f545e471f/1542703049.0269845,20.11.2018,,,,,
6e80406898ca410a8aa279e40d5c1987,https://website-demo.rasa.com/conversations/6e80406898ca410a8aa279e40d5c1987/1542702642.062894,20.11.2018,,,,,
94c4329b8b9f4f499073674379014113,https://website-demo.rasa.com/conversations/94c4329b8b9f4f499073674379014113/1542701551.8506725,20.11.2018,,,,,
1074d77cae6d40df9469ff65589ceaa9,https://website-demo.rasa.com/conversations/1074d77cae6d40df9469ff65589ceaa9/1542701346.8394132,20.11.2018,,,,,
7f959fa37ced48e09ef05a8126413223,https://website-demo.rasa.com/conversations/7f959fa37ced48e09ef05a8126413223/1542700394.4054587,20.11.2018,,,,,
1727a8054c7f46d1847e410e11ad53db,https://website-demo.rasa.com/conversations/1727a8054c7f46d1847e410e11ad53db/1542700365.1820767,20.11.2018,,,,,
fbefd7b0e9a840bba33eeafd19c6dd28,https://website-demo.rasa.com/conversations/fbefd7b0e9a840bba33eeafd19c6dd28/1542699643.908372,20.11.2018,,,,,
11e20ffa340a4e26a309e6116e18208a,https://website-demo.rasa.com/conversations/11e20ffa340a4e26a309e6116e18208a/1542699041.013223,20.11.2018,,,,,
fc9793fa5ad9420181fcc6b1444c4b19,https://website-demo.rasa.com/conversations/fc9793fa5ad9420181fcc6b1444c4b19/1542698988.5437589,20.11.2018,,,,,
711f29e5ae254816af974cd1d796107d,https://website-demo.rasa.com/conversations/711f29e5ae254816af974cd1d796107d/1542698826.7188141,20.11.2018,,,,,
40564b09f2bb4a40be98d152960995e8,https://website-demo.rasa.com/conversations/40564b09f2bb4a40be98d152960995e8/1542697906.6001854,20.11.2018,,,,,
bad19e36e87c4cca81e376b20970e411,https://website-demo.rasa.com/conversations/bad19e36e87c4cca81e376b20970e411/1542697882.7722569,20.11.2018,,,,,
d205b45aa4d04836954dbad53eb1c395,https://website-demo.rasa.com/conversations/d205b45aa4d04836954dbad53eb1c395/1542697599.6186886,20.11.2018,,,,,
a0ee22046dac437d9571fc35c5c04a2b,https://website-demo.rasa.com/conversations/a0ee22046dac437d9571fc35c5c04a2b/1542696753.0275815,20.11.2018,,,,,
fc352420a8e649238b88748859f6a8ee,https://website-demo.rasa.com/conversations/fc352420a8e649238b88748859f6a8ee/1542696541.5748029,20.11.2018,,,,,
03e0bcd3dfb44fee96cf94861ce91428,https://website-demo.rasa.com/conversations/03e0bcd3dfb44fee96cf94861ce91428/1542695913.5214715,20.11.2018,,,,,
a4fe3e5086ee495ea02bdca895d53984,https://website-demo.rasa.com/conversations/a4fe3e5086ee495ea02bdca895d53984/1542693024.7461622,20.11.2018,,,,,
9a5b2841e1d142df8dc642b75c65e913,https://website-demo.rasa.com/conversations/9a5b2841e1d142df8dc642b75c65e913/1542691715.8609598,20.11.2018,,,,,
3aa41f53d8b84ea9a741d73206af817d,https://website-demo.rasa.com/conversations/3aa41f53d8b84ea9a741d73206af817d/1542691623.7464073,20.11.2018,,,,,
dc25f22183ba4963a776754fc4e0dddd,https://website-demo.rasa.com/conversations/dc25f22183ba4963a776754fc4e0dddd/1542690927.3649907,20.11.2018,,,,,
1d87c4babdce41868df206c9e699656e,https://website-demo.rasa.com/conversations/1d87c4babdce41868df206c9e699656e/1542690672.2055595,20.11.2018,,,,,
75025a74398f4895be9bd723dc264969,https://website-demo.rasa.com/conversations/75025a74398f4895be9bd723dc264969/1542690573.6291203,20.11.2018,,,,,
9bb778baff564de7bcb4c42343b6a99a,https://website-demo.rasa.com/conversations/9bb778baff564de7bcb4c42343b6a99a/1542690391.039108,20.11.2018,,,,,
7a5f8c60d8e64704ae458689a338acac,https://website-demo.rasa.com/conversations/7a5f8c60d8e64704ae458689a338acac/1542689809.6796222,20.11.2018,,,,,
c59e2edd7f2d47668d138b22444a5a25,https://website-demo.rasa.com/conversations/c59e2edd7f2d47668d138b22444a5a25/1542689706.3929317,20.11.2018,,,,,
c298723f8dd14da7966ffc4ad8580053,https://website-demo.rasa.com/conversations/c298723f8dd14da7966ffc4ad8580053/1542688568.5451267,20.11.2018,,,,,
60ff02a7d58046a8bc240ebc2ffaaf69,https://website-demo.rasa.com/conversations/60ff02a7d58046a8bc240ebc2ffaaf69/1542688287.7554033,20.11.2018,,,,,
5c33a5aaa700416c9d8e0aec05eed185,https://website-demo.rasa.com/conversations/5c33a5aaa700416c9d8e0aec05eed185/1542687771.9913743,20.11.2018,,,,,
